Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Daya Guo,6,,https://openalex.org/A5060364305,A5060364305,,Daya Guo,"Corr, Daya Guo, Guo, Daya, Li, Y. K.",71,6389,47.888888888888886,24,30,4,False,True,False,"China, Germany, United Kingdom",True,3,False,2026,Sun Yat-sen University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I4829542,Germany,RheinMain University of Applied Sciences,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I157773358,China,Sun Yat-sen University
DeepSeek-AI,5,,https://openalex.org/A5093670579,A5093670579,,DeepSeek-AI,"DeepSeek-AI, Deepseek Ai",6,787,131.16666666666666,4,4,0,False,False,False,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejian Yang,5,,https://openalex.org/A5101194950,A5101194950,,Dejian Yang,"Dejian Yang, Yang Dejian, Yang, Dejian, Yu Li",23,300,57.75,5,4,5,False,True,False,"China, Kazakhstan, United Kingdom",True,3,False,2023,Pharmaron (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I168673124,China,Tianjin Chengjian University,https://openalex.org/I168673124,China,Tianjin Chengjian University,https://openalex.org/I4387930291,Kazakhstan,Mukhametzhan Tynyshbayev ALT University,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,,,,https://openalex.org/I4210113369,China,Microsoft Research Asia (China),https://openalex.org/I4210102587,United Kingdom,Pharmaron (United Kingdom),,,,,,,,,
Deli Chen,6,,https://openalex.org/A5028794611,A5028794611,https://orcid.org/0000-0001-6767-1376,Deli Chen,"Chen, De-Li, Chen, Deli, D CHEN, D Chen, D. CHEN, D. Chen, D. L. Chen, D., Chen, D.L. Chen, D.‐L. Chen",540,24413,7.7439024390243905,78,289,17,False,True,True,"Australia, China, Russia, United States",True,4,False,2026,Liaoning Shihua University,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210152679,Australia,Plant Industry,,,,https://openalex.org/I165951966,United States,The University of Texas Health Science Center at San Antonio,,,,https://openalex.org/I4210152679,Australia,Plant Industry,,,,https://openalex.org/I4210152679,Australia,Plant Industry,,,,https://openalex.org/I20231570,China,Peking University,,,,,,,,,,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I4210160344,China,Tongji Hospital,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I4210113848,Australia,Department of Land Resource Management,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I64449678,China,Putian University,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I64449678,China,Putian University,https://openalex.org/I4210148235,Australia,"Department of Environment, Land, Water and Planning",https://openalex.org/I4210138055,Australia,Agriculture and Food,https://openalex.org/I887846188,Russia,Moscow Engineering Physics Institute,https://openalex.org/I4210101987,United States,MEI Research (United States),https://openalex.org/I200296433,China,Chinese Academy of Medical Sciences & Peking Union Medical College,https://openalex.org/I4210138055,Australia,Agriculture and Food,https://openalex.org/I71270174,Australia,Victoria University,https://openalex.org/I4210138055,Australia,Agriculture and Food,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I64449678,China,Putian University,https://openalex.org/I4210138055,Australia,Agriculture and Food,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I166846921,China,Liaoning Shihua University
Dongjie Ji,4,,https://openalex.org/A5043755032,A5043755032,,Dongjie Ji,"Daobin JI, Deli Chen, Dongjie Ji, Ji, Dongjie, Jiang, Y., Wang, K.",8,967,191.8,4,3,3,False,True,True,"China, United States",True,2,False,2026,Beihang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I37461747,China,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,https://openalex.org/I82880672,China,Beihang University
Erhang Li,5,,https://openalex.org/A5113091614,A5113091614,,Erhang Li,"Dongjie Ji, E. Li, Erhang Li, Li, Erhang",9,1056,207.8,5,4,3,False,False,True,"United Kingdom, United States",True,2,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1343180700,United States,Intel (United States),,,,https://openalex.org/I4210158342,United Kingdom,Intel (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Fangqi Zhou,1,,https://openalex.org/A5002273360,A5002273360,,Fangqi Zhou,"Fangqi Zhou, Zhou, Fangqi",3,20,1.0,2,1,1,False,True,False,China,True,1,False,2023,China Aerodynamics Research and Development Center,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2802505932,China,China Aerodynamics Research and Development Center,https://openalex.org/I2802505932,China,China Aerodynamics Research and Development Center,,,,,,,,,
Fangyun Lin,5,,https://openalex.org/A5109672590,A5109672590,,Fangyun Lin,"Erhang Li, Fangyun Lin, Lin, Fangyun",5,1039,207.8,4,4,1,False,False,True,United States,True,1,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Fengze Dai,3,,https://openalex.org/A5029983760,A5029983760,https://orcid.org/0000-0002-8539-0356,Fengze Dai,"Dai, Fucong, F. Dai, F. Z. DAI, F.Z. Dai, FENGZE DAI, Fangyun Lin, Feng-Ze Dai, FengZe Dai, Fengze DAI, Fengze Dai",82,2994,71.85714285714286,26,51,4,False,True,True,"China, United States",True,2,False,2025,Institute on Taxation and Economic Policy,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I4210126065,China,Shanghai Electric (China),https://openalex.org/I146620803,China,Wenzhou University,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I1315649409,United States,Institute on Taxation and Economic Policy,,,
Fuli Luo,5,,https://openalex.org/A5019525050,A5019525050,,Fuli Luo,"Fuli Luo, Luo, Fuli",68,1802,26.647058823529413,24,35,5,False,True,True,"China, United States",True,2,False,2026,Xiaomi (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I49934816,China,Hunan University of Technology,https://openalex.org/I49934816,China,Hunan University of Technology,https://openalex.org/I862669128,China,Xiaomi (China)
Guan-Ting Chen,3,,https://openalex.org/A5085396184,A5085396184,https://orcid.org/0000-0002-0414-1412,Guan-Ting Chen,"Chen, Guan-Ting, Chen, Guanting, Guan-Ting Chen, Guangbo Hao, Guanting Chen",53,1318,76.84615384615384,14,17,9,False,True,False,"China, India, Montenegro, Taiwan",True,4,False,2026,National Yang Ming Chiao Tung University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I98298690,Taiwan,I-Shou University,,,,,,,,,,,,,,,,,,,https://openalex.org/I189772984,Taiwan,Tzu Chi University,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I64045040,Taiwan,Fooyin University,,,,,,,https://openalex.org/I4880106,Taiwan,Feng Chia University,https://openalex.org/I4880106,Taiwan,Feng Chia University,https://openalex.org/I4880106,Taiwan,Feng Chia University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I4210110997,Montenegro,Ministry of Education,https://openalex.org/I4210148697,India,Institute of Bioinformatics,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I148366613,Taiwan,National Yang Ming Chiao Tung University
Guangbo Hao,5,,https://openalex.org/A5064813063,A5064813063,https://orcid.org/0000-0002-5930-5453,Guangbo Hao,"Fuli Luo, G. Hao, Guang Bo Hao, Guang-Bo Hao, Guang-bo Hao, Guangbo Hao, Hao, Guangbo",197,4390,30.125,33,98,5,False,True,False,"China, Ireland, Thailand, United Kingdom",True,4,False,2026,University College Cork,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I32062511,United Kingdom,Heriot-Watt University,https://openalex.org/I32062511,United Kingdom,Heriot-Watt University,https://openalex.org/I32062511,United Kingdom,Heriot-Watt University,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I48076826,Thailand,Chiang Mai University,https://openalex.org/I27577105,Ireland,University College Cork,https://openalex.org/I27577105,Ireland,University College Cork
Guanting Chen,2,,https://openalex.org/A5101983121,A5101983121,https://orcid.org/0000-0003-1354-5192,Guanting Chen,"Chen, Guanting, G.‐T. Chen, Guan-Ting Chen, Guanting Chen",53,788,12.058823529411764,10,10,8,False,True,True,"China, Saudi Arabia, Taiwan, United States",True,4,False,2025,King Abdullah University of Science and Technology,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I22265921,Taiwan,National Central University,https://openalex.org/I22265921,Taiwan,National Central University,https://openalex.org/I22265921,Taiwan,National Central University,,,,,,,,,,,,,,,,,,,https://openalex.org/I50760025,China,Hangzhou Dianzi University,,,,https://openalex.org/I154864474,Taiwan,National Taiwan University of Science and Technology,,,,https://openalex.org/I154864474,Taiwan,National Taiwan University of Science and Technology,,,,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I37802460,China,Northwest University,https://openalex.org/I154864474,Taiwan,National Taiwan University of Science and Technology,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I4210155511,China,First Affiliated Hospital of Henan University,https://openalex.org/I71920554,Saudi Arabia,King Abdullah University of Science and Technology,,,
Guowei Li,5,,https://openalex.org/A5001383067,A5001383067,,Guowei Li,"Guo-Wei Li, Guowei Li, Li, Guowei",26,227,11.333333333333334,7,7,8,False,True,False,"Canada, China, Taiwan",True,3,False,2025,Heilongjiang Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I4210110024,China,Institute of Applied Ecology,,,,,,,https://openalex.org/I181679659,China,Shanghai University of Finance and Economics,,,,https://openalex.org/I25399270,China,Southwest Forestry University,,,,,,,,,,https://openalex.org/I32078218,Taiwan,National Penghu University of Science and Technology,https://openalex.org/I32078218,Taiwan,National Penghu University of Science and Technology,https://openalex.org/I151934421,Canada,University of Northern British Columbia,https://openalex.org/I4210092224,China,Heilongjiang Academy of Sciences,,,
H. Liang,1,,https://openalex.org/A5065367124,A5065367124,,H. Liang,"H. Liang, Hedong Liang, Hong‐Jie Liang, Huaixiang Liang, Liang, H., Liang, Haofen",8,21,5.25,2,1,2,False,True,False,China,True,1,False,2025,Lanzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210120546,China,Gansu Coalfield Geology Bureau,https://openalex.org/I76214153,China,Lanzhou University,,,
H. Zhang,2,,https://openalex.org/A5108346243,A5108346243,,H. Zhang,"H. Zhang, Haonan Zhang, Huiyi Zhang, J. Li, Zhang, H.",7,322,40.8,3,3,4,False,True,False,China,True,1,False,2026,Anhui University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I184490438,China,Chinese Center For Disease Control and Prevention,,,,,,,,,,,,,,,,https://openalex.org/I4210136596,China,First Affiliated Hospital of Anhui Medical University,,,,,,,https://openalex.org/I4210089761,China,West China Hospital of Sichuan University,,,,https://openalex.org/I143868143,China,Anhui University
Han Bao,1,,https://openalex.org/A5021682810,A5021682810,https://orcid.org/0000-0001-7270-9914,Han Bao,"Bao Han, Bao, Han, Han BAO, Han Bao",12,279,43.0,6,4,3,False,True,False,China,True,1,False,2025,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,China,Shandong University,,,,,,,,,,,,,https://openalex.org/I17145004,China,Northwestern Polytechnical University,https://openalex.org/I17145004,China,Northwestern Polytechnical University,,,,https://openalex.org/I17145004,China,Northwestern Polytechnical University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,
Hanwei Xu,6,,https://openalex.org/A5100966558,A5100966558,,Hanwei Xu,"Han-wei Xu, Hanwei Xu, Xu, Hanwei",20,463,56.666666666666664,10,10,3,False,True,False,China,True,1,False,2023,Fuzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I163340411,China,Hohai University,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I163340411,China,Hohai University,https://openalex.org/I163340411,China,Hohai University,,,,https://openalex.org/I163340411,China,Hohai University,https://openalex.org/I163340411,China,Hohai University,https://openalex.org/I163340411,China,Hohai University,,,,,,,,,,,,,,,,https://openalex.org/I163340411,China,Hohai University,,,,https://openalex.org/I80947539,China,Fuzhou University,,,,,,,,,
Hao Li,1,,https://openalex.org/A5042878459,A5042878459,https://orcid.org/0000-0003-4693-8523,Hao Li,"Hao Li, Hao, Li, Li, Hao",9,253,13.333333333333334,5,5,5,False,True,True,"China, Hong Kong, Singapore, United States",True,4,False,2025,National University of Singapore,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I8692664,United States,University of Oklahoma,https://openalex.org/I8692664,United States,University of Oklahoma,https://openalex.org/I141568987,Hong Kong,Hong Kong Baptist University,,,,,,,https://openalex.org/I52158045,China,China Agricultural University,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I165932596,Singapore,National University of Singapore,,,
Haocheng Wang,1,,https://openalex.org/A5034335736,A5034335736,https://orcid.org/0000-0002-5033-0230,Haocheng Wang,"Hao-Cheng Wang, Hao-cheng Wang, Haocheng Wang, Wang, Haocheng",35,925,37.45,10,10,4,False,True,False,China,True,1,False,2025,Shenyang Jianzhu University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210116869,China,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,China,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,China,Affiliated Hospital of Qingdao University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I83714178,China,Shenyang Jianzhu University,,,
Haoran Wei,1,,https://openalex.org/A5114246441,A5114246441,https://orcid.org/0009-0007-6723-8282,Haoran Wei,"Haoran Wei, Wei, Haoran",8,52,6.5,3,2,2,False,True,False,China,True,1,False,2025,Zhejiang University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I168879160,China,Zhejiang University of Science and Technology,,,
